URL,Title,Title2,Address,Price,Description,VIN,Condition,Cylinders,Drive,Fuel,Odometer,Color,Size,TitleStatus,Transmission,Type
https://seattle.craigslist.org/skc/ctd/d/2016-jeep-patriot-high/6629598932.html,2016 Jeep Patriot High Altitude,2016 Jeep Patriot High Altitude,"Count on us, for the Real Deal!",16950,"Come get a great deal on this . Great deals on great vehicles just like thisDear Customer, ’ÛŠ—_’äÎ¾Craigslist maintains their ads live for 30 days, we
            strongly recommend contacting the dealer for vehicle availability. Please contact dealer for latest pricing information.
            All vehicles are one of each. All Pre-Owned or Certified vehicles are Used. A dealer documentary service fee of up to
            $150 may be added to the sale price or capitalized cost. Vehicle price does not expire, and all financing is subject to
            credit approval. Prices exclude tax, title, and license. All transactions are negotiable including price, trade allowance,
            interest rate (of which the dealer may retain a portion), term and documentary service fee. Any agreement is subject to
             execution of contract documents. Every reasonable effort is made to ensure the accuracy of this data. Please verify any
             information in question with a dealership sales representative.",1C4NJPFA9GD648449,good,,,other,35267,,,clean,other,SUV
https://seattle.craigslist.org/skc/ctd/d/2015-subaru-forester-25i/6629599531.html,2015 Subaru Forester 2.5i Premium,2015 Subaru Forester 2.5i Premium,"Count on us, for the Real Deal!",21950,"Come get a great deal on this . Great deals on great vehicles just like thisDear Customer, ’ÛŠ—_’äÎ¾Craigslist maintains their ads live for 30 days, we
            strongly recommend contacting the dealer for vehicle availability. Please contact dealer for latest pricing information.
            All vehicles are one of each. All Pre-Owned or Certified vehicles are Used. A dealer documentary service fee of up to
            $150 may be added to the sale price or capitalized cost. Vehicle price does not expire, and all financing is subject to
            credit approval. Prices exclude tax, title, and license. All transactions are negotiable including price, trade allowance,
            interest rate (of which the dealer may retain a portion), term and documentary service fee. Any agreement is subject to
             execution of contract documents. Every reasonable effort is made to ensure the accuracy of this data. Please verify any
             information in question with a dealership sales representative.",JF2SJADC0FH457953,good,,,other,28904,,,clean,other,SUV
https://seattle.craigslist.org/see/ctd/d/2011-acura-mdx-technology-pkg/6629599481.html,2011 Acura MDX Technology Pkg SH-AWD,2011 Acura MDX Technology Pkg SH-AWD,_Acura_MDX_,22878,"Come get a great deal on this . Great deals on great vehicles just like thisDear Customer, ’ÛŠ—_’äÎ¾Craigslist maintains their ads live for 30 days, we
            strongly recommend contacting the dealer for vehicle availability. Please contact dealer for latest pricing information.
            All vehicles are one of each. All Pre-Owned or Certified vehicles are Used. A dealer documentary service fee of up to
            $150 may be added to the sale price or capitalized cost. Vehicle price does not expire, and all financing is subject to
            credit approval. Prices exclude tax, title, and license. All transactions are negotiable including price, trade allowance,
            interest rate (of which the dealer may retain a portion), term and documentary service fee. Any agreement is subject to
             execution of contract documents. Every reasonable effort is made to ensure the accuracy of this data. Please verify any
             information in question with a dealership sales representative.",2HNYD2H60BH520929,good,,,gas,70959,,,clean,automatic,SUV
https://seattle.craigslist.org/oly/ctd/d/2016-subaru-impreza-20i/6629599594.html,2016 Subaru Impreza 2.0i Premium Sedan  - Lowest Price Guarantee Š“ÄŠ“Ä,2016 Subaru Impreza,Lowest Price Guarantee,,"Crystal White Pearl
        Black w/Cloth Upholstery
        GAS
        AWD
        CVT (CONTINUOUSLY VARIABLE)
        2.0L 4 cyls
        JF1GJAB68GH015558
        28995    
        
    
    
	
    
    
        
        
    
	
        
        
    
     
        
        _™– LOWEST PRICE GUARANTEED_™– FINANCING AVAILABLE_™– TAKE TRADES-IN -- BUY CARSŠ—_´Ù
    
	
    
    
        
            
            
            
    
	
        
        
    
        
Google: Š_Š_Š_Š_Š_ 4.3 Rating - Š—_54 Reviews        
Cars.com: Š_Š_Š_Š_Š_ 4.8 Rating - Š—_27 votes        
BBB: Š_Š_Š_Š_Š_ 4.1 Rating        
        
        
        
    
        
            All prices, sales prices and discounts are based on a one of a kind vehicle with matching VIN number and stock number. All prices are subject to change without notice. We make no express nor implied warranty claims on this vehicle to include availability, condition and equipment as advertised. Any advertised pricing, discounts or interest rates exclude tax, title, license and a negotiable dealer documentary service fee of up to $150 may be added to the sale price or capitalized cost. It is the sole responsibility of consumer to verify the existence, condition, equipment, pricing and discounts as advertised. Not all consumers will qualify for certain discounts, interest rates and allowances and all are subject to credit approval. This ad supersedes any and all ads before this date. Nothing contained herein is binding on either party.
2015 , 2014 , 2013 , 2012 , 2011 , 2010 , 2009 , 2008 , 2007 , 2006 , 2005 , 2004 , 2003 , 2002 , 2001 , 15 , 14 , 13 , 12 , 11 , 10 , 09 , 08 , 07 , 06 , 05 , 04 , 03 , 02 , 01 , Titus Will , titus will , tituswill 
***Standard text messaging rates may apply.             
            
    
        
                Capital Dealer Solutions",JF1GJAB68GH015558,,4 cylinders,,gas,28995,white,,clean,automatic,sedan
https://seattle.craigslist.org/see/cto/d/2000-jeep-cherokee-xj-sport/6629594307.html,2000 Jeep Cherokee Xj Sport 4WD,2000 jeep cherokee xj,,5400,"Hello up for sale is my 2000 Jeep Cherokee Sport Xj 4X4 4.0L in-line six motor.
Automatic transmission. Command trac 4WD 
143,000 original mileage
Runs and drives perfect.
Patriot Blue exterior.
- brand new radiator HP 
-Sp belt
-Ac & alignment 
- Brand new tires 
Done last summer
Jeep is flawless ready for a new awesome home.
Stunning condition must see in person.
Charcoal grey interior.
All power everything.
-please view each picture these are current photos of the Jeep fabulous Jeep for 18 years of age.
Serous buyers only call me or text  
 David",,,,,gas,144000,,,rebuilt,automatic,
https://seattle.craigslist.org/see/ctd/d/2016-acura-rlx-advance-pkg-aws/6629599641.html,2016 Acura RLX Advance Pkg AWS,2016 Acura RLX Advance Pkg AWS,_Acura_RLX_,36989,"Come get a great deal on this . Great deals on great vehicles just like thisDear Customer, ’ÛŠ—_’äÎ¾Craigslist maintains their ads live for 30 days, we
            strongly recommend contacting the dealer for vehicle availability. Please contact dealer for latest pricing information.
            All vehicles are one of each. All Pre-Owned or Certified vehicles are Used. A dealer documentary service fee of up to
            $150 may be added to the sale price or capitalized cost. Vehicle price does not expire, and all financing is subject to
            credit approval. Prices exclude tax, title, and license. All transactions are negotiable including price, trade allowance,
            interest rate (of which the dealer may retain a portion), term and documentary service fee. Any agreement is subject to
             execution of contract documents. Every reasonable effort is made to ensure the accuracy of this data. Please verify any
             information in question with a dealership sales representative.",JH4KC1F95GC001552,good,,,gas,14204,,,clean,automatic,sedan
https://seattle.craigslist.org/est/ctd/d/1977-mg-mgb-mk-iv-roadster/6629590135.html,1977 MG - MGB MK IV Roadster,1977 MGB Roadster,Bremerton,26995,"Come on now, you know you want one! A fully restored MGB MK IV Roadster that is. And that's exactly what your looking at here. Enter this premium example of one of Britain's most iconic sport cars. Manufactured by the British Motor Corporation from 1962 through 1980 the MGB was to become one of a family of MG's biggest sellers, with over a half a million examples being sold throughout the series. Light, agile and super fun to drive are just some of the hallmarks of this little beauty. In this cars case there is little left of the patina that is usually associated with cars of this era as it has been fully refurbished from top to bottom and front to rear. Just about everything has been lovingly replaced with new old stock components and where original parts could not be found, the substitution of some very high quality aftermarket parts have been used. New wiring harness, updated cooling system, complete with new radiator, hoses, thermostat, water pump as well as the stock pulley driven cooling and a supplemental electric cooling fan system to boot. Look closely at the pictures and you will see the results of countless hours of work and dollars invested in the restoration of the car. The car runs, drives and handles better than new. Come on down to Raphael Luxury Motor Cars and take a trip in this ""way back time machine"" and experience for yourself a little slice of motoring history ""British"" style! Call 360-373-6758 for more information on this sweet little roadster. And, like we always say, ""Don't Dream It, Drive It"" and ""We'll See You When You Get Here"".",GHN5UH429273G,excellent,4 cylinders,rwd,gas,97383,red,compact,clean,manual,convertible
https://seattle.craigslist.org/skc/ctd/d/2017-nissan-frontier-sv/6629599657.html,2017 Nissan Frontier SV,2017 Nissan Frontier SV,"Count on us, for the Real Deal!",24950,"Come get a great deal on this . Great deals on great vehicles just like thisDear Customer, ’ÛŠ—_’äÎ¾Craigslist maintains their ads live for 30 days, we
            strongly recommend contacting the dealer for vehicle availability. Please contact dealer for latest pricing information.
            All vehicles are one of each. All Pre-Owned or Certified vehicles are Used. A dealer documentary service fee of up to
            $150 may be added to the sale price or capitalized cost. Vehicle price does not expire, and all financing is subject to
            credit approval. Prices exclude tax, title, and license. All transactions are negotiable including price, trade allowance,
            interest rate (of which the dealer may retain a portion), term and documentary service fee. Any agreement is subject to
             execution of contract documents. Every reasonable effort is made to ensure the accuracy of this data. Please verify any
             information in question with a dealership sales representative.",1N6AD0EV1HN754940,good,,,other,21010,,,clean,automatic,pickup
https://seattle.craigslist.org/oly/ctd/d/2010-cadillac-srx-performance/6629590774.html,2010 Cadillac SRX Performance Collection SUV  - Lowest Price Guarantee Š“Ä,2010 Cadillac SRX,Lowest Price Guarantee,,"Black Raven
        Ebony w/Titanium Accents w/Leather Seating Surface
        GAS
        AWD
        AUTOMATIC 6-SPEED
        3.0L V6
        3GYFNEEY2AS557262
        49676    
        
    
    
	
    
    
        
        
    
	
        
        
    
     
        
        _™– LOWEST PRICE GUARANTEED_™– FINANCING AVAILABLE_™– TAKE TRADES-IN -- BUY CARSŠ—_´Ù",3GYFNEEY2AS557262,,6 cylinders,,gas,49676,black,,clean,automatic,SUV
https://seattle.craigslist.org/skc/ctd/d/4wd-awd-pickup-lifted-2016/6629590332.html,*4WD AWD PICKUP* Lifted 2016 *Dodge Ram* 1500 SLT 4x4,2016 Dodge LIFTED Ram 1500 SLT 4x4,*4WD_AWD_PICKUP*_*Dodge*_*Ram*1500_SLT_4x4,29999,,1C6RR7LT2GS335245,,,4wd,gas,33805,silver,,clean,automatic,truck
https://seattle.craigslist.org/see/ctd/d/2014-lexus-es300h-hybrid/6629591497.html,2014 Lexus ES300h Hybrid,2014 Lexus ES300h,2014 Lexus ES300h Hybrid,20888,"2014 Lexus ES300h 71,992 miles Automatic Gray,Black Black Sedan FWD Excellent JTHBW1GG4E2057859 N3381 2.5L 4Cyl All vehicles are one of each. All Pre-Owned or Certified vehicles are Used. A dealer documentary service fee of up to $150 may be added to the sale price or capitalized cost. All Displayed Pricing Expires Oct 05, 2017, and all financing is subject to credit approval. Prices exclude tax, title, and license. All transactions are negotiable including price, trade allowance, interest rate (of which the dealer may retain a portion), term, and documentary service fee. Any agreement is subject to execution of contract documents. Every reasonable effort is made to ensure the accuracy of this data. Please verify any information in question with a dealership sales representative.",JTHBW1GG4E2057859,excellent,other,fwd,hybrid,71992,,,clean,automatic,sedan
https://seattle.craigslist.org/tac/cto/d/2007-kia-sorento-ex-4wd/6629553974.html,2007 Kia Sorento EX 4WD,2007 kia sorento,Tacoma,3400,"I got a 2007 Kia Sorento EX 4WD for sale. Reliable SUV. Runs and drives great.
Clean title. No accidents. One owner.
3.5L V6 engine with 212k miles.
Automatic transmission. 4WD.
Straight body.
Super clean from inside. Cloth seats.
Power locks and windows.
Trailer hitch.
Roof rack.
Facts & Features
Š—¢Transmission:  Automatic
Š—¢Drivetrain:  4-Wheel Drive
Š—¢Engine:  3.8L V6 DOHC 24V
Š—¢Fuel:  Regular Unleaded
Š—¢City fuel economy:  17 miles/gallon
Š—¢Highway fuel economy:  22 miles/gallon
It's being sold by a car lot in Tacoma. If you're interested, please call/text at  
.",,excellent,6 cylinders,4wd,gas,212000,,,clean,automatic,SUV
https://seattle.craigslist.org/see/cto/d/bmw-x3-2007/6620355855.html,BMW X3 2007,2007 BMW X3,Federal Way,5800,"Rebuilt title
98k miles 
transmission: automatic 
2007 year
Engine: 3.0 L 6-cylinder
Horsepower: 260hp",,,,,gas,,green,,rebuilt,automatic,SUV
https://seattle.craigslist.org/tac/cto/d/chevrolet-spark-2015-parting/6602817419.html,Chevrolet Spark 2015 Parting out,2015 chevrolet spark,TACOMA,35,"Chevrolet Spark 2015 Parting out, let me know what parts do you need? (253) 651-074 one",,,4 cylinders,,gas,,purple,,parts only,automatic,
https://seattle.craigslist.org/tac/cto/d/chevrolet-spark-2015/6609253594.html,chevrolet spark 2015,2015 chevrolet spark,Tacoma,5500,"Chevy Spark 2015. Excellent condition, has leather seats, Its a very good gas saver, 33k miles. If you have a questions please call or text (253)651074 one
keyword Toyota, Camry, Rav4, Nissan, Honda Fit, Mazda.",,excellent,4 cylinders,,gas,33000,silver,,salvage,automatic,
https://seattle.craigslist.org/oly/ctd/d/2015-ford-fusion-se-sedan/6629591644.html,2015 Ford Fusion SE Sedan  - Lowest Price Guarantee Š“ÄŠ“Ä,2015 Ford Fusion,Lowest Price Guarantee,,"Black
        Black
        GAS
        FWD
        AUTOMATIC 6-SPEED
        2.5L 4 cyls
        3FA6P0H75FR138381
        63898    
        
    
    
	
    
    
        
        
    
	
        
        
    
     
        
        _™– LOWEST PRICE GUARANTEED_™– FINANCING AVAILABLE_™– TAKE TRADES-IN -- BUY CARSŠ—_´Ù
    
	
    
    
        
            
            
            
    
	
        
        
    
        
Google: Š_Š_Š_Š_Š_ 4.3 Rating - Š—_54 Reviews        
Cars.com: Š_Š_Š_Š_Š_ 4.8 Rating - Š—_27 votes        
BBB: Š_Š_Š_Š_Š_ 4.1 Rating        
        
        
        
    
        
            All prices, sales prices and discounts are based on a one of a kind vehicle with matching VIN number and stock number. All prices are subject to change without notice. We make no express nor implied warranty claims on this vehicle to include availability, condition and equipment as advertised. Any advertised pricing, discounts or interest rates exclude tax, title, license and a negotiable dealer documentary service fee of up to $150 may be added to the sale price or capitalized cost. It is the sole responsibility of consumer to verify the existence, condition, equipment, pricing and discounts as advertised. Not all consumers will qualify for certain discounts, interest rates and allowances and all are subject to credit approval. This ad supersedes any and all ads before this date. Nothing contained herein is binding on either party.
2015 , 2014 , 2013 , 2012 , 2011 , 2010 , 2009 , 2008 , 2007 , 2006 , 2005 , 2004 , 2003 , 2002 , 2001 , 15 , 14 , 13 , 12 , 11 , 10 , 09 , 08 , 07 , 06 , 05 , 04 , 03 , 02 , 01 , Titus Will , titus will , tituswill 
***Standard text messaging rates may apply.             
            
    
        
                Capital Dealer Solutions",3FA6P0H75FR138381,,4 cylinders,fwd,gas,63898,black,,clean,automatic,sedan
https://seattle.craigslist.org/skc/ctd/d/1998-chevrolet-corvette-c5-6/6629592049.html,1998 Chevrolet Corvette - C5 - 6-Speed Manual - Targa Top,1998 chevrolet corvette,Kent,12950,115K miles.  6-Speed manual transmission.  Same owner last 15 years.  Lots of receipts including clutch at 112K.  Not perfect but a very nice example.,,good,8 cylinders,rwd,gas,115900,red,compact,clean,manual,coupe
https://seattle.craigslist.org/see/cto/d/1996-jeep-xj-cherokee-sport/6629588497.html,1996 Jeep XJ Cherokee Sport,1996 Jeep Cherokee,,3000,"For sale is a bone stock 1996 Jeep Cherokee Sport 
This is a 4.0L XJ @ ~206k miles with an automatic AW4 transmission, Dana 30/35 and an NP242. It's in pretty good condition with some cosmetic dents to the body, some missing parts and cracks in the interior/dash- but otherwise in pretty great shape and has no rust. Has been used as both a daily driver and a 4x4(works) weekend adventure-mobile since I've gotten it and has never let me down from the coast all the way to snoqualmie pass. As far as I can tell the heat and A/C work but the fans don't blow very hard. I have replaced the oil filter adapter seal, motor mounts, transmission mount, rear diff has been refilled and sealed. I have done regular oil changes and changed the transmission fluid a few months ago. Door brackets/pins and liftgate support struts have also been replaced, and I installed a Pioneer usb/cd receiver. It has virtually brand new Goodyear Wrangler 225r75 tires on it (purchased ~4k miles ago - not pictured).
Here is the build sheet directly from Jeep: https://www.jeep.com/webselfservice/BuildSheetServlet?vin=1J4FJ68S1TL310056
Cons: When replacing the motor mounts, I discovered that a bolt that mounts the bracket to the passenger side engine engine is shorn off into the block - so it is held on by two out of three bolts(I replaced with grade 8). I have not had any issues with this setup, but it is something you should be aware of. Also, I believe either the RMS or Valve Cover Gasket is leaking ever so slightly, which is pretty typical for 4.0L Jeeps. I haven't had to top off oil in between changes so I think this is a *very* slow leak.
Bike racks/dogs are not included.
Asking $3000 cash. I'm not in any sort of hurry to sell this, but am willing to entertain offers. I will consider trades for high-end steel bicycles, CF road bikes, vintage synthesizers, or acoustic guitars. Clean title is in hand. E-mail if interested.",,good,6 cylinders,4wd,gas,206000,red,,clean,automatic,
https://seattle.craigslist.org/see/ctd/d/4dr-sedan-cars-2012-ford/6629592662.html,*4DR SEDAN CARS* 2012 *Ford Fusion* Sport FWD,2012 Ford Fusion Sport FWD gas Sedan,*4DR_SEDAN_CARS*_*Ford*_*Fusion*Sport_FWD,10999,,3FAHP0KC7CR447327,,,fwd,gas,58435,blue,,clean,automatic,sedan
https://seattle.craigslist.org/est/ctd/d/2012-nissan-frontier/6629592705.html,2012 Nissan Frontier S _™_…Guaranteed Credit Approval!_™_…,2012 NISSAN FRONTIER,+ 405 Motors,18995,,1N6AD0EV5CC475866,,,4wd,gas,23950,,,clean,automatic,pickup
